"IB8A";"QW1A";"LU13TRUU";"LU35TRUU";"LU57TRUU";"LU71TRUU";"LU10TRUU";"LU3ATRUU";"LU2ATRUU";"LU1ATRUU";"LUBATRUU";"LUATTRUU";"LUACTRUU"
156.05;161.8697;230.14;254.98;261.37;287.26;321.65;272.02;275.76;263.36;286.84;1749.22;1750.57
156.06;161.9179;230.22;254.95;261.6;287.17;320.57;272.04;275.46;262.96;286.45;1746.16;1747.81
155.95;161.6951;230.09;254.46;260.83;285.61;317.4;271.17;274.04;261.6;285.54;1738.48;1739.68
155.81;161.4804;229.76;253.51;259.55;283.73;313.99;269.84;272.28;260.3;284.72;1726.13;1731.74
156.13;161.6895;229.93;254;260.14;284.58;315.61;270.41;272.91;261.07;285.75;1729.84;1737.11
156.13;161.4344;229.85;253.71;259.68;283.78;313.95;269.83;272.25;260.92;285.53;1723.5;1735.46
156.24;161.5229;230.17;254.39;260.42;285.3;316.68;270.5;274.14;263.3;287.47;1729.95;1750.14
156.67;161.8561;230.46;255.25;261.6;287.41;320.28;271.57;275.84;265.65;289.78;1738.21;1765.11
156.83;161.9201;230.37;254.95;261.23;286.5;318.15;271.06;274.8;264.6;289.47;1731.85;1759.54
156.63;161.5736;229.98;253.96;260.03;284.46;314.2;269.77;272.91;262.67;287.87;1719.52;1747.54
156.68;161.5468;230.14;254.25;260.46;285.3;315.84;270.16;273.79;263.72;289.06;1722.76;1754.73
156.94;161.6147;230.15;254.22;260.35;285.02;314.56;269.96;273.5;263.42;288.83;1719.7;1752.64
157.39;162.2225;230.04;254.2;260.61;285.69;316.5;270.15;274.19;264.17;290.04;1720.41;1758.64
157.51;162.3941;229.89;254.01;260.52;286.05;318.56;270.18;274.79;264.85;290.87;1720.64;1763.58
157.6;162.5527;229.87;254.11;260.78;286.91;321.01;270.37;276.16;266.4;292.69;1722.76;1774.92
158.36;163.6478;230.39;255.19;262.13;289.46;326.45;271.66;279.5;269.77;296.26;1735.05;1798.42
158.05;163.2294;230.14;254.54;261.36;287.88;323.26;270.73;277.96;268.22;295.12;1724.35;1788.94
157.94;163.1582;230.13;254.41;261.32;287.54;322.22;270.5;277.64;267.93;295.08;1721.74;1787.25
157.9;163.3299;230.04;254.04;260.77;286.53;319.83;269.85;276.97;267.09;294.34;1715.98;1781.93
157.83;163.1831;230.15;254.18;261;286.92;321.1;270.02;277.75;268.03;295.3;1718.55;1787.99
157.1;162.2535;229.83;253.56;260.19;285.63;318.47;269.15;276.49;266.85;294.01;1709.84;1779.53
157.39;162.6885;230.19;254.41;261.34;287.38;321.55;270.21;277.98;268.53;296.08;1717.79;1791.42
157.69;162.8683;230.4;254.84;261.89;288.42;323.58;270.8;279.18;269.7;297.01;1722.96;1798.42
157.75;162.8614;230.61;254.97;262.02;288.27;321.78;270.82;278.76;269.05;296.37;1722.6;1794.03
158.06;163.0677;230.83;255.72;262.99;289.89;325.03;271.75;280.45;270.81;298.11;1731.32;1805.7
158.57;163.851;231.02;256.19;263.48;290.4;325.73;272.15;281.09;271.4;298.84;1734.7;1810.01
158.67;164.0784;231.12;256.48;263.74;290.75;327.14;272.58;281.07;271.48;299.27;1740.87;1811.03
158.59;164.097;230.96;256.1;263.3;290;325.7;272.17;280.54;270.61;297.94;1737.97;1804.28
158.69;164.4021;231.1;256.39;263.65;290.58;327.14;272.61;281.1;271.1;298.4;1743.11;1807.34
158.65;164.3765;231.2;256.64;264.02;291.17;328.62;272.98;281.73;271.84;299.05;1745.03;1811.94
158.2;163.9987;230.86;255.93;263.01;289.68;325.31;271.95;280.1;270.36;297.75;1734.42;1802.45
158.41;163.9917;231.17;256.46;263.71;290.88;328.04;272.61;281.49;272.2;299.48;1740.67;1814.06
158.65;164.405;231.2;256.67;264.11;291.66;330;272.96;282.32;273.32;300.56;1744.05;1821.09
158.85;164.6711;231.25;256.76;264.28;291.81;330.71;273.11;282.67;273.59;300.79;1745.79;1822.86
158.86;164.6069;231.29;256.74;264.17;291.56;329.77;272.98;282.33;273.25;300.67;1744.22;1821.01
158.85;164.4384;231.4;257.02;264.53;291.92;330.33;273.22;282.71;273.76;301.36;1745.68;1824.83
158.92;164.4678;231.65;257.59;265.32;293.03;331.69;273.87;283.53;274.78;302.37;1750.5;1831.4
159;164.2882;231.88;257.97;265.65;293.35;331.51;274.18;283.88;274.79;302.45;1753.56;1831.93
159.15;164.3149;232;258.48;266.36;294.57;334.19;274.91;285.19;276.15;303.53;1760.02;1840.24
159.23;163.992;231.96;258.38;266.1;294.08;333.05;274.63;284.68;275.73;303.1;1757.59;1837.26
159.37;164.2511;231.83;257.99;265.44;292.66;329.8;273.88;283.13;274.24;301.84;1749.02;1827.55
159.53;164.1182;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
159.45;163.9453;231.93;258.11;265.6;292.88;329.46;273.92;283.16;274.42;302.3;1747.67;1829.03
159.19;163.6455;231.99;258.22;265.71;293.05;329.28;273.98;283.33;274.57;302.4;1747.03;1829.72
159.52;164.1573;232.24;258.92;266.83;295.18;334.33;275.12;285.59;277.33;304.89;1758.38;1847.1
159.8;164.9114;232.26;258.9;267.01;295.47;334.77;275.16;285.8;277.94;305.42;1758.2;1850.65
159.59;164.6648;232.21;258.59;266.61;294.81;333.48;274.73;285.26;277.44;304.97;1753.95;1847.33
159.44;164.5869;232.19;258.46;266.52;294.41;332.26;274.45;285;277.19;304.77;1750.31;1845.39
159.34;164.5059;232.08;258.37;266.53;294.55;332.63;274.38;284.97;277.37;305.5;1747.84;1847.4
159.18;164.2681;232.29;258.87;267.21;295.85;335.59;275.1;286.49;278.87;307.18;1754.24;1857.56
159.19;164.2157;232.1;258.35;266.58;294.74;333.62;274.45;285.38;277.69;306.23;1747.99;1850.15
159.32;164.0422;232.22;258.39;266.6;294.66;333.26;274.45;285.3;277.64;306.22;1747.73;1849.96
159.3;164.1486;232.35;258.65;267.04;295.2;334.31;274.83;285.81;278.13;306.89;1750.62;1853.47
159.43;164.44;232.6;259.1;267.56;295.88;335.02;275.3;286.31;278.66;307.51;1754.58;1857.13
159.88;165.0268;232.68;259.4;267.94;296.45;335.84;275.67;286.63;278.94;308.08;1757.02;1859.41
159.99;165.3722;232.51;259.4;268.06;296.92;337.89;275.88;286.74;279.58;309.02;1759.95;1863.64
160.07;165.5026;232.6;259.57;268.3;297.38;339.21;276.21;287.39;280.02;309.36;1763.25;1866.56
160.1;165.6577;232.55;259.55;268.36;297.35;339.29;276.28;287.28;279.67;309.02;1763.93;1864.3
160.09;165.5151;232.65;259.57;268.16;297.09;338.77;276.15;287.15;279.64;309.06;1764.12;1863.91
160.32;165.4427;232.97;260.27;269.19;298.8;341.62;277.13;288.42;280.86;310.34;1773.88;1871.81
160.36;165.8256;232.96;260.2;269.08;298.26;339.5;276.99;287.81;279.78;309.14;1771.58;1864.48
160.46;166.0455;232.98;260.23;269.25;298.63;339.79;277.05;287.94;280.27;309.48;1771.47;1867.15
160.4;165.8371;232.91;260.18;269.18;298.47;338.88;276.92;287.69;280.05;309.26;1769.26;1865.37
160.54;166.1321;233.18;260.79;270;300.01;341.97;277.64;289.2;281.97;311.13;1775.86;1877.64
160.62;166.178;233.07;260.63;269.59;298.94;338.62;277.17;288;280.65;309.92;1768.98;1869.03
160.09;165.462;232.76;259.99;268.46;296.83;333.92;276.08;285.93;278.52;308.21;1757.82;1855.65
160.34;165.6459;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
160.64;165.6636;233.19;260.78;269.49;298.28;337.06;277;287.48;280.33;309.88;1765.59;1867.08
160.41;165.1499;233.06;260.52;268.85;296.74;333.09;276.31;285.99;278.89;308.49;1756.86;1857.51
160.18;164.5806;232.93;260.28;268.47;295.86;331.67;275.9;285.42;278.17;308.02;1752.92;1853.52
160.2;164.6887;232.95;260.37;268.78;296.82;334.05;276.24;286.19;279.14;309.02;1757.06;1859.95
160.22;164.72;232.99;260.38;268.87;297.33;335.35;276.36;286.94;279.81;309.57;1758.9;1864.45
160.67;165.2857;233.27;260.76;269.52;298.45;337.83;276.93;288.25;281.12;310.92;1764.29;1873.39
160.46;164.7834;233.09;260.36;268.95;297.4;335.47;276.35;287.25;280.05;309.92;1757.67;1866.5
160.59;164.9295;233.19;260.51;269.26;297.45;335.02;276.43;287.64;280.15;310.08;1757.32;1866.6
160.49;164.5874;232.99;260.21;268.86;296.88;333.88;276.02;287.17;279.78;309.57;1752.64;1864.11
160.61;164.7022;232.94;259.96;268.29;295.85;331.4;275.48;286.32;279.05;308.72;1746.97;1858.82
161.13;165.4025;233.28;260.61;269.19;297.51;334.41;276.35;287.96;280.67;310.17;1755.94;1869.63
161.2;165.5733;233.45;261.07;269.84;298.43;335.98;276.95;288.69;281.35;310.63;1760.38;1874.22
160.83;165.0135;233.29;260.71;269.23;297.06;332.33;276.31;287.21;279.68;309.21;1753.15;1863.8
161.33;165.6887;233.58;261.42;270.43;299;336.57;277.35;289.23;281.7;311.14;1763.26;1877.01
161.36;165.6613;233.56;261.36;270.27;298.48;335.29;277.12;288.84;281.27;310.85;1761.46;1874.24
161.39;165.5476;233.5;261.05;269.86;297.63;332.73;276.7;287.83;280.09;309.73;1757.7;1866.57
161.09;165.0581;233.54;260.97;269.58;296.75;329.65;276.33;286.9;278.98;308.83;1753;1859.71
161;164.9572;233.65;261.26;270.04;297.4;330.8;276.7;287.46;279.63;309.44;1755.46;1864.1
161.12;165.0022;233.8;261.6;270.36;298.02;332;277.03;288.07;280.36;310.35;1758.24;1870.11
161.48;165.469;233.87;261.79;270.65;298.55;332.37;277.24;288.38;280.77;310.89;1759.08;1872.94
161.71;165.8425;233.96;261.99;270.95;298.87;332.22;277.42;288.44;280.9;311.18;1759.09;1873.68
161.73;165.8694;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
161.77;165.7846;234.11;262.44;271.59;299.7;333.5;277.95;289.09;281.52;312.07;1762.57;1878.07
161.75;165.493;234.14;262.69;271.92;300.17;334.78;278.27;289.43;281.86;312.62;1763.9;1880.81
162.08;165.7204;234.41;263.29;272.86;301.94;338.56;279.17;291.03;283.65;314.54;1772.44;1892.55
162.28;166.2564;234.46;263.33;272.7;301.87;338.68;279.13;291.2;283.74;314.78;1773.39;1893.51
162.27;166.1909;234.49;263.23;272.42;301.13;336.85;278.84;290.64;283;314.12;1770.41;1888.85
162.42;166.2131;234.66;263.45;272.58;301.23;337.21;279.05;290.85;283.06;314.37;1772.91;1889.93
162.32;166.0069;234.63;263.5;272.55;301.14;336.98;279.06;290.62;282.83;314.2;1772.14;1888.57
162.28;165.9546;234.62;263.64;272.8;301.26;337.28;279.21;290.64;282.92;314.33;1772.39;1889.04
162.47;166.1472;234.79;264.11;273.45;302.12;338.62;279.79;291.21;283.48;314.99;1777.01;1892.94
162.35;165.9651;234.79;264.12;273.61;302.71;339.64;280.03;291.55;283.53;315.22;1779.7;1893.1
162.85;166.3784;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
162.67;166.3095;234.98;264.64;274.48;303.99;341.32;280.57;292.9;285.14;316.82;1785.7;1903.99
162.7;166.7318;235.12;264.91;274.62;304.09;341.56;280.81;292.87;284.99;317.01;1787.81;1903.86
162.73;166.9203;235.05;264.58;274;302.9;339.03;280.24;291.84;284.02;316.35;1782.92;1897.26
162.74;166.9016;234.85;264.22;273.49;302.2;338.54;279.81;291.59;283.81;315.76;1779.31;1895.73
162.55;166.7147;234.76;263.92;272.99;301.48;336.83;279.35;290.87;283.4;315.28;1775.11;1892.63
162.15;166.307;234.42;263.3;272;300.04;334.06;278.47;289.62;282.37;314.09;1765.48;1885.12
162.51;166.6511;234.79;263.94;272.78;301.07;335.02;279.11;290.46;283.18;315.02;1769.89;1891.11
163.02;166.8338;235.01;264.51;273.63;302.24;336.54;279.68;291.44;284.36;316.33;1774.82;1899.22
163.11;166.4391;235;264.41;273.46;301.92;335.68;279.51;291.13;284.11;316.16;1772.78;1897.46
162.88;166.1111;234.91;264.18;272.99;301.3;333.44;279.04;290.51;283.64;315.56;1767.82;1893.99
162.66;166.0784;234.76;263.87;272.48;300.65;333.4;278.67;290.15;283.54;315.47;1763.78;1893.39
162.93;166.3711;234.67;263.63;272.3;300.65;334.36;278.51;290.22;283.86;316.13;1762.84;1895.98
162.76;165.9979;234.53;263.17;271.58;299.89;332.93;277.86;289.83;283.53;316.27;1758.27;1895.56
162.97;166.4792;234.65;263.35;271.85;300.19;333.15;278.06;290.07;283.69;316.64;1759.38;1897.23
163.43;166.9521;235.02;264.18;273.19;302.28;337.4;279.2;291.93;285.63;318.54;1769.27;1910.45
163.48;166.9034;234.86;263.79;272.55;301.3;335.77;278.66;291.29;284.83;317.93;1764.39;1905.7
163.34;166.4347;234.58;262.91;271.17;299.04;331.95;277.51;289.62;283.05;316.24;1754.73;1893.96
162.99;166.2442;234.38;262.39;270.44;297.98;330.56;276.88;288.89;282.36;315.66;1750.42;1889.69
162.82;166.0142;234.31;262.27;270.33;298.02;330.8;276.77;288.89;282.44;316.02;1749.29;1891.02
162.63;165.6805;233.92;261.42;269.22;296.48;327.7;275.77;287.54;281.1;314.56;1741.24;1881.78
162.43;165.6232;233.96;261.59;269.58;297.22;329.52;276.07;288.22;281.89;315.31;1743.51;1886.88
162.16;165.2327;233.99;261.79;270.02;297.86;331.2;276.38;288.84;282.58;316.03;1746;1891.32
162.23;165.3012;233.76;261.37;269.53;297.15;330.28;275.88;288.53;282.24;315.6;1741.11;1889
162.45;165.614;234.03;261.75;269.99;297.75;330.34;276.21;289.14;282.7;316.13;1742.6;1891.96
162.82;165.6934;234.4;262.6;271.16;299.68;333.24;277.23;290.81;284.74;318.43;1749.88;1905.72
162.94;165.4391;234.48;262.61;271.12;299.2;331.59;277.01;290.2;284.26;318.34;1746.49;1902.77
163.21;165.723;234.41;262.53;271.01;299.03;331.15;276.81;290.04;284.23;318.62;1745.02;1902.71
163.41;165.9437;234.63;262.83;271.2;299.33;331.36;277.02;290.47;284.6;319.06;1747.09;1905.08
163.68;166.0964;234.77;263.07;271.43;299.51;330.91;277.15;290.47;284.69;319.28;1746.99;1905.27
163.9;166.2494;234.93;263.72;272.58;301.2;334.11;278.18;291.81;286.12;320.84;1754.89;1914.62
163.96;166.0159;234.77;263.44;272.23;300.21;331.73;277.69;290.67;284.83;319.74;1749.61;1906.19
163.96;165.9124;234.97;263.84;273.01;301.07;333.96;278.3;291.76;286.15;321.04;1754.59;1913.94
164.13;166.2116;235.17;264.3;273.65;301.93;335.24;278.92;292.19;286.67;321.7;1759.31;1917.32
164.12;166.3301;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
163.9;166.1293;235.12;264.11;273.41;301.39;334.21;278.68;291.57;286;321.06;1757.35;1912.77
164.19;166.0794;235.19;264.37;273.79;302.17;335.9;279.12;292.44;286.72;321.74;1761.39;1917.92
164.18;166.1971;235.37;264.78;274.38;303.13;337.17;279.61;293.42;287.75;322.64;1765.65;1923.83
164.04;166.1374;235.45;264.82;274.36;302.93;336.66;279.68;293;287.04;322.13;1766.91;1919.8
164.09;166.4945;235.47;264.73;274.14;302.38;335.27;279.45;292.59;286.41;321.26;1764.72;1914.97
164.15;166.7186;235.41;264.71;274.19;302.42;334.89;279.48;292.35;286.04;320.92;1764.68;1912.5
164.16;166.3599;235.3;264.6;273.99;302.1;335.11;279.34;292.1;285.98;320.87;1763.53;1912.83
164.19;165.8331;235.4;264.7;273.97;301.91;334.61;279.33;291.89;285.78;320.81;1763.82;1911.92
164.21;166.0264;235.6;265.13;274.61;302.92;336.45;279.91;292.88;286.92;321.95;1768.63;1919.82
164.22;166.4822;235.48;264.95;274.37;302.28;334.3;279.6;292.07;285.95;320.86;1765.12;1912.67
164.26;166.3975;235.54;265.17;274.77;302.76;335.11;279.88;292.56;286.43;321.38;1766.69;1915.86
164.17;166.1376;235.45;264.94;274.36;302.05;332.71;279.4;291.82;285.76;320.59;1761.54;1911.02
164.42;166.3291;235.72;265.54;275.14;303.34;335.59;280.28;292.79;286.65;321.83;1769.81;1917.84
164.6;166.7001;235.93;266.13;275.8;304.05;336.61;280.96;293.36;286.91;321.73;1775.86;1919.01
164.38;166.5359;235.81;265.83;275.42;303.26;335.16;280.6;292.72;285.97;320.82;1772.53;1912.72
164.21;166.9115;235.64;265.52;274.99;302.52;333.31;280.18;291.9;284.88;319.92;1768.83;1905.94
164.09;167.0294;235.41;264.95;274.46;301.74;331.17;279.55;291.11;284;319.08;1763.62;1900.07
164;167.1158;235.41;264.78;274.24;301.53;330.02;279.35;290.76;283.52;318.7;1762.03;1896.79
164.25;167.2217;235.62;265.09;274.59;302.22;331.24;279.72;291.37;284.26;319.66;1765.15;1902.04
164.17;167.0471;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
164.13;166.976;235.79;265.42;275.06;302.83;331.95;280.14;291.86;284.59;320.04;1767.98;1903.99
164.28;167.151;235.58;264.92;274.37;301.68;329.48;279.42;290.94;283.66;318.96;1761.08;1897.45
164.13;166.8157;235.52;264.62;273.77;300.7;328.3;278.86;290.69;283.3;318.64;1756.86;1895.3
164.01;166.6908;235.36;264.41;273.64;300.97;330.34;278.78;291.19;284.15;319.55;1757.57;1901.24
164.26;166.9569;235.55;264.71;273.95;301.25;330.03;278.98;291.46;284.42;319.99;1757.53;1903.33
164.75;167.6123;235.78;265.39;274.97;302.96;333.79;279.95;293.03;286.12;321.87;1765.99;1915.04
164.87;167.8058;235.82;265.29;274.86;302.87;333.6;279.87;293.03;285.97;321.83;1765.81;1914.23
165.12;167.7527;235.93;265.52;275.29;303.68;335.42;280.3;293.74;286.72;322.76;1770.92;1919.48
165.14;168.0449;236.06;265.92;275.88;304.79;337.64;280.87;294.72;287.82;323.92;1775.62;1926.64
165.19;168.2036;236.09;266.04;275.92;304.65;336.86;280.8;294.67;287.82;324.04;1774.59;1926.06
165.24;168.2174;236.19;266.39;276.26;304.75;336.76;280.98;295.03;288.07;324.38;1774.55;1927.71
165.21;168.1899;236.15;266.46;276.41;304.94;336.45;281.05;294.91;287.93;324.45;1774.04;1926.87
165.37;168.2206;236;266.44;276.6;305.37;337.68;281.17;295.19;288.31;324.99;1774.73;1929.69
165.32;168.1263;235.86;266.12;276.18;304.48;335.04;280.62;294.34;287.4;324.07;1768.5;1923.09
165.55;168.2081;235.94;266.15;276.14;304.47;334.54;280.53;294.37;287.6;324.49;1767.1;1924.32
165.73;168.3357;236.07;266.52;276.55;304.98;334.64;280.88;294.52;287.75;324.77;1768.05;1925.4
165.64;168.2741;235.99;266.37;276.51;304.87;334.5;280.74;294.61;287.78;324.79;1766.08;1924.88
165.5;168.0908;235.9;266.37;276.55;304.92;335.41;280.8;294.77;287.96;324.88;1765.64;1925.76
165.51;168.2282;235.87;266.42;276.58;304.95;336.35;280.84;295.08;288.26;325.31;1766.3;1928.15
165.68;168.391;235.99;266.58;276.74;305.18;336.54;280.96;295.5;288.71;325.63;1767.17;1930.58
165.79;168.5908;236.18;266.92;277.33;306.05;338.29;281.44;296.49;289.69;326.74;1771.86;1936.98
166.03;168.7918;236.15;266.9;277.44;306.43;339.4;281.52;296.96;290.28;327.3;1772;1940.54
165.97;168.5317;236.06;266.67;277.14;305.99;338.86;281.24;296.64;290.12;326.94;1769.3;1938.94
165.93;168.4343;235.93;266.54;276.97;305.73;339.03;281.1;296.46;289.99;326.79;1767.72;1937.99
166.18;168.73;235.93;266.56;277.36;306.23;339.43;281.29;296.81;290.26;327.05;1770.41;1939.65
166.25;168.9815;235.97;266.72;277.53;306.25;338.8;281.36;296.74;290.15;326.95;1769.64;1938.82
166.15;168.8864;235.69;265.85;276.19;303.89;334.17;280.07;294.89;288.08;324.75;1757.54;1923.78
165.84;168.6062;235.65;265.46;275.45;302.75;332.22;279.43;294.1;287.37;323.89;1752.95;1918.7
165.78;168.7076;235.8;265.78;275.97;303.77;333.57;279.91;294.81;288.23;324.78;1756.61;1924.49
166.04;168.9142;235.9;265.83;276.07;303.84;333.46;279.96;294.87;288.46;324.83;1757.1;1925.74
166.14;168.9311;235.85;265.65;275.83;303.62;333.61;279.74;295.06;288.59;325.05;1756.89;1927.05
166.29;169.1254;235.99;265.89;276.15;304.03;335.08;280.03;295.83;289.3;325.85;1760.58;1932.4
166.41;169.3642;235.91;265.63;275.69;303.38;334.31;279.6;295.68;289.05;325.61;1758.72;1930.65
166.2;168.6419;235.57;264.73;274.62;301.98;331.28;278.47;294.4;287.73;324.29;1749;1921.22
166.4;168.6871;235.9;265.6;275.9;303.98;334.75;279.67;295.96;289.62;326.51;1757.95;1934.13
166.59;168.8443;235.9;265.47;275.69;303.49;334.09;279.48;295.6;289.11;326.13;1756.28;1931.21
166.24;168.5146;235.89;265.59;275.91;303.74;334.65;279.63;295.97;289.46;326.43;1756.88;1933.19
166.25;168.7389;236.08;266.16;276.86;304.95;336.68;280.41;297.04;290.61;327.58;1761.11;1940.31
166.53;168.8881;236.11;266.35;277.17;305.63;337.86;280.69;297.73;291.35;328.52;1763.79;1945.22
166.71;168.7419;236.07;266.13;276.86;304.98;336.29;280.27;297.3;290.81;327.98;1760.45;1941.42
166.81;168.7905;236.22;266.37;277.16;305.4;336.7;280.42;298.02;291.72;328.69;1761.83;1946.15
167.2;169.007;236.52;267.14;278.04;306.76;338.72;281.25;299.34;292.96;330.41;1768.55;1955.21
167.24;169.026;236.4;266.8;277.63;305.96;337.44;280.88;298.41;291.76;329.66;1765.58;1947.95
167.14;168.7669;236.3;266.66;277.56;306.11;338.22;280.83;298.6;292.15;330.16;1765.72;1950.64
167.31;168.5956;236.36;266.97;278.08;307.18;340.42;281.35;299.68;293.36;331.5;1770.39;1959.1
167.28;168.0841;236.23;266.67;277.69;306.51;339.37;280.96;298.94;292.57;331.09;1767.49;1955.03
167.1;167.9334;236.06;266.36;277.32;305.85;338.42;280.59;298.17;291.92;330.42;1763.62;1950.39
167.2;167.4864;236.13;266.52;277.56;306.02;338.4;280.75;298.27;291.87;330.62;1764.56;1950.33
167.44;167.2637;236.47;267.38;278.67;307.79;341.7;281.89;299.85;293.37;332.6;1775.52;1961.39
167.16;166.8814;236.3;266.82;277.93;306.36;339.07;281.19;298.55;291.67;330.64;1768.93;1949.68
167.18;167.4257;236.53;267.27;278.44;307.34;340.95;281.71;299.73;293.12;331.92;1773.52;1959.05
167.48;167.9196;236.69;267.72;278.93;308.37;342.98;282.25;301.05;294.39;333.1;1779.03;1967.57
167.31;168.0409;236.49;267.27;278.37;307.59;341.97;281.79;300.09;293.56;332.27;1775.67;1961.65
167.85;167.9542;236.67;267.78;279.1;308.87;345.55;282.59;301.44;294.98;333.8;1783.64;1971.29
168.06;167.7432;236.94;268.32;279.72;309.64;346.34;283.25;302.01;295.13;333.89;1789.23;1972.62
168.12;167.0114;237.19;268.99;280.42;311.1;353.12;284.62;303.36;295.86;335.68;1804.54;1983.54
167.13;166.3535;237;268.68;280.06;309.99;347.05;284.13;301.07;293.29;331.58;1798.8;1962.59
167.1;169.0271;236.97;268.42;279.65;309.14;344;283.52;300.27;292.6;330.87;1790.94;1957.17
166.95;169.2793;236.92;268.4;279.8;309.08;343.01;283.59;299.8;292.12;329.73;1791.02;1951.66
167.21;169.4843;236.92;268.45;279.92;309.11;342.15;283.53;299.62;292.13;329.9;1788.47;1951.98
167.59;169.7978;236.99;268.63;280.25;309.46;343.17;283.76;299.81;292.47;331.13;1789.45;1955.67
167.8;169.9591;237.29;269.5;281.27;311.23;347.94;284.92;301.7;294.49;333.15;1800.28;1970.13
167.54;169.8913;237.24;269.33;281.1;311.01;347.04;284.76;301.32;293.99;332.6;1798.17;1966.62
167.74;170.3704;237.45;269.79;281.67;312.26;350.2;285.47;302.54;295.44;334.03;1805.99;1976.14
167.69;170.6047;237.32;269.63;281.68;312.2;349.76;285.54;301.93;294.63;332.82;1806.04;1970.3
167.76;170.7829;237.43;270.1;282.34;313.33;352.77;286.32;302.73;295.6;333.63;1813.91;1976.59
167.39;171.0555;237.36;270.2;282.52;313.87;354.72;286.64;303.31;296.21;333.65;1817.66;1979.91
167.33;171.1708;237.35;269.83;282.15;313.14;352.62;286.26;302.35;295.1;332.53;1815.4;1971.83
167.03;171.3887;237.31;269.91;282.41;313.69;353.86;286.68;302.22;294.95;332.31;1819.66;1971.46
166.76;170.7206;237.09;269.54;282.05;313.12;351.68;286.2;301.44;294.12;331.37;1813.53;1965.66
166.76;170.25;236.97;268.97;281.17;311.49;347.09;285.22;299.83;292.47;329.43;1804.24;1954.03
167.12;170.4229;237.32;269.49;281.69;312.18;347.73;285.78;300.19;293.05;329.8;1809.46;1956.73
167.31;170.5626;#N/A;269.49;281.69;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1809.46;1956.73
167.23;170.2842;237.3;269.56;281.83;312.28;348.47;285.9;300.23;293.21;329.99;1810.21;1957.18
167.24;169.7957;237.22;269.48;281.67;311.7;346.53;285.72;299.29;292.38;328.69;1807.11;1950.22
