"IB8A";"QW1A";"LU13TRUU";"LU35TRUU";"LU57TRUU";"LU71TRUU";"LU10TRUU";"LU3ATRUU";"LU2ATRUU";"LU1ATRUU";"LUBATRUU";"LUATTRUU";"LUACTRUU"
170.44;167.8119;242.74;285.05;304.25;340.15;376.95;299.94;324.44;321.61;366.85;1894.33;2140.55
170.68;167.7982;242.86;285.59;304.66;340.9;379.37;300.52;325.34;322.57;367.76;1899.93;2146.89
170.89;167.7797;242.71;284.98;303.93;339.95;378.37;299.95;324.54;321.74;366.77;1896.02;2141.14
171.35;168.1668;242.77;285.14;303.98;340.19;379.86;300.14;325.06;322.38;367.26;1898.95;2144.75
171.29;168.1031;242.78;285.02;303.9;339.96;378.7;300.04;324.47;321.7;366.68;1897.3;2140.31
171;167.8834;242.59;284.26;302.91;338.27;374.69;298.96;322.95;320.06;364.86;1888.07;2128.57
171.29;167.8391;242.83;285.29;303.94;340.23;379.35;300.11;324.95;322.39;367.5;1899.68;2144.87
171.33;167.7624;242.81;285.48;304.07;340.66;380.82;300.37;325.31;322.93;368;1904.18;2148.25
170.93;167.7409;242.79;285.34;303.95;340.22;379.33;300.09;325;322.53;367.44;1901.09;2145.21
170.98;167.6199;242.79;285.24;303.9;340.01;379.18;300.05;324.74;322.16;367.32;1900.51;2143.06
170.93;167.5964;242.81;285.21;303.89;339.86;378.64;299.97;324.61;322.06;367.14;1899.12;2141.98
171.15;167.5225;242.84;285.33;304.13;340.19;378.92;300.18;324.69;322.15;367.3;1899.34;2142.46
171.73;167.8328;242.99;286.04;304.8;341.42;381.29;300.97;325.5;323.18;368.44;1906.49;2149.39
171.73;167.6452;243.04;286.44;305.05;341.78;380.68;301.13;325.75;323.34;368.54;1908.8;2150.38
171.33;167.2862;242.86;285.99;304.61;340.96;376.5;300.47;324.4;321.69;366.79;1902.21;2139.36
170.99;167.2579;242.52;284.8;303.46;339.13;373.86;299.35;322.78;320.02;364.85;1891.73;2127.62
170.66;167.103;242.59;284.56;303.15;338.49;372.64;298.99;322.41;319.73;364.45;1887.74;2125.48
170.48;167.247;242.6;284.16;302.83;338.09;372.34;298.71;322.22;319.39;364.36;1884.28;2124.04
170.57;167.5025;242.48;283.83;302.52;337.47;371.58;298.32;321.79;319.02;364.17;1880.78;2122.07
170.66;167.5125;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
170.75;167.3944;242.78;284.86;303.4;338.7;373.13;299.07;323.02;320.51;365.78;1887.13;2131.85
171.18;166.9836;242.86;285.22;303.6;339.15;374.64;299.38;323.59;321.24;366.6;1890.98;2136.65
170.89;166.6354;242.61;284.43;302.82;338.08;373.89;298.64;322.97;320.63;366.06;1885.72;2132.82
171.76;167.0309;243.02;285.92;304.52;340.6;378.52;300.27;325.18;323.06;369.01;1898.38;2150.12
172.46;166.3675;243.15;286.58;305.16;341.88;381.49;301.06;326.18;324.42;370.37;1906.85;2158.95
171.86;166.4671;243.12;286.6;305.22;342.04;382.12;301.17;326.17;324.65;370.41;1907.66;2159.78
171.72;166.0473;243.18;286.82;305.49;342.69;383.14;301.48;326.51;325.24;371.11;1909.46;2163.77
171.69;165.8519;243.13;286.47;305.13;341.94;380.59;301.02;325.75;324.11;369.85;1904.46;2155.72
171.91;165.7551;243.15;286.79;305.34;342.45;380.36;301.22;325.74;324.34;369.99;1906.98;2156.97
172.01;165.2485;243.17;286.85;305.31;342.17;378.86;301.11;325.22;323.78;369.47;1906.56;2153.2
171.78;166.0304;243.12;286.73;305.3;342.38;382.26;301.35;325.81;324.57;370.55;1909.63;2159.15
171.41;166.1172;243.12;286.57;305.07;342;379.98;301.02;325.31;323.77;369.85;1905.38;2154.15
170.96;166.485;243.02;286.1;304.66;341.06;378.02;300.48;324.61;322.8;368.8;1899.57;2147.35
171.7;167.035;243.12;286.46;305.21;341.99;380.54;301.02;325.83;324;370.17;1903.62;2155.7
172.04;166.3534;243.06;286.31;304.93;341.28;378.07;300.59;325.09;323.1;369.21;1900.21;2149.34
172.06;166.6585;243.14;286.73;305.53;342.16;380.43;301.14;326.1;324.28;370.5;1905.01;2157.36
172.55;167.1615;242.97;286.3;304.95;341.39;380.16;300.65;325.69;324;370.21;1902.53;2155.24
172.5;166.9933;243.07;286.58;305.31;342.16;381.6;301.07;326.3;324.57;371.06;1905.43;2159.58
172.97;167.1894;243.35;287.81;306.75;344.84;387.45;302.67;328.57;327.19;374.23;1918.62;2177.6
173.47;167.3214;243.39;288.27;307.49;345.95;390.65;303.32;329.71;328.57;375.9;1923.89;2186.65
173.63;167.2394;243.54;288.81;308.43;347.88;397.63;304.54;331.33;330.86;378.59;1935.06;2202.41
173.23;167.2157;243.52;288.6;308.4;348.18;399.41;304.74;331.48;331.12;378.58;1936.81;2203.67
173.78;167.4993;243.73;289.2;309.3;350.11;406.07;306.08;333.03;333.17;380.3;1949.77;2217.47
173.14;168.0533;243.57;288.2;307.94;347.63;399.73;304.77;330.61;330.07;376.65;1939.47;2195.89
173.29;170.0563;243.63;288.8;308.85;349.84;405.55;306.27;331.3;330.92;377.94;1956.21;2205.35
172.26;170.6664;243.98;290.05;310.46;352.22;409.25;307.94;333.18;332.08;379.07;1969.41;2213.37
173.07;171.6565;244;290.41;311.56;354.37;410.99;309.06;333.15;332.36;379.71;1972.21;2215.68
171.99;171.3932;243.92;289.82;310.45;351.75;397.19;307.58;329.87;327.07;373.14;1956.79;2178.77
171.84;171.5135;243.9;290.16;311.34;353.58;402.88;308.56;331.17;329.01;375.81;1965.21;2193.2
171.98;171.6074;243.76;289.81;310.94;352.61;400.08;308.15;329.79;327.14;374.22;1961.6;2180.29
172.04;171.7309;243.82;290.15;311.41;353.51;404.55;308.79;330.99;328.64;375.79;1968.84;2189.74
172.5;172.4464;243.8;290.26;311.57;354.15;408.54;309.19;331.94;329.88;377.22;1973.84;2197.27
173.34;173.4452;243.77;290.27;311.73;354.66;413.46;309.74;332.71;330.75;378.02;1981.36;2202.67
172.71;173.3578;243.7;289.95;311.18;354.15;414.63;309.63;332.55;330.15;377.32;1983.28;2198.61
172.51;173.3232;243.66;289.66;310.67;353.58;413.96;309.29;331.95;329.67;376.95;1982.04;2195.23
172.23;173.2975;243.59;289.33;309.9;352.34;409.05;308.65;330.56;327.16;374.35;1977.07;2179.22
171.6;172.6161;243.53;288.73;308.75;350.41;401.33;307.49;328.48;324.08;370.75;1966.21;2158.58
172.08;172.8055;243.65;289.14;309.05;351.16;403.16;307.8;329.46;325.73;371.9;1970.51;2168.65
172.11;172.9807;243.73;289.52;309.66;351.81;405.37;308.4;330.12;326.23;372.49;1974.71;2172.51
171.81;172.3717;243.69;289.24;309.21;350.77;401.45;307.73;329.07;325.09;371.18;1968.02;2164.51
172.41;172.8446;243.78;289.85;310.23;352.55;407.4;308.79;330.93;327.43;373.91;1977.03;2180.51
172.13;172.1186;243.81;289.86;310.23;352.12;404.55;308.38;330.88;327.31;373.6;1971.91;2179.02
172.76;172.2652;243.86;290.38;311.14;353.62;408.94;309.24;331.87;328.95;375.57;1978.83;2190.21
173.45;172.5027;243.76;290.45;311.79;355.45;418.9;310.36;333.25;331.18;378.88;1991.62;2207.27
174;172.3237;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
173.55;172.4552;243.78;290.29;311.52;355.38;420.43;310.54;332.99;330.84;378.3;1994.06;2204.15
173.02;173.126;243.78;290.17;311.27;354.74;415.91;309.97;332.56;329.99;377.14;1987.78;2197.84
173.27;173.4847;243.85;290.18;311.6;355.34;418.06;310.29;333.1;330.7;377.91;1992.14;2202.52
173.66;173.7886;243.89;290.65;312.32;356.45;420.96;311.08;333.46;331.45;378.61;1998.54;2207.26
172.72;173.1732;243.77;290.21;311.67;355.76;420.07;310.84;332.73;330.23;376.65;1997;2197.48
171.98;172.6406;243.74;290.09;311.26;355.07;415.37;310.37;331.88;328.92;374.61;1990.96;2187.04
171.72;172.3448;243.77;290.02;311.15;354.98;416.13;310.37;332.13;329.14;374.43;1990.96;2188.41
171.58;172.046;243.78;289.85;310.51;353.9;413.33;309.86;331.63;328.06;373.06;1985.49;2180.97
172.35;173.3126;243.85;289.92;310.66;354.03;413.99;309.96;332.02;328.4;373.4;1986.86;2183.51
172.64;173.2272;243.99;290.5;311.85;355.96;421.12;311.29;333.4;330.39;375.62;2000.13;2197.07
172.47;172.971;243.96;290.31;311.67;355.66;420.36;311.06;333.24;330.18;375.35;1998.82;2195.1
172.59;172.9515;243.79;290.23;311.94;356.87;429.19;311.91;334.22;332.01;377.5;2007.5;2208.17
172.36;173.753;243.72;290.51;312.76;358.72;439.26;313.5;335.73;333.43;378.31;2024.84;2217.47
172.02;173.8653;243.6;289.71;311.2;356.31;432.55;312.26;333.83;330.47;374.5;2015.3;2196.35
171.63;173.668;243.54;289.2;310.28;354.89;425.4;311.17;332.64;328.45;372.26;2005.08;2184.27
171.33;173.154;243.44;288.69;309.32;353.28;419.74;310.02;331.7;326.97;370.76;1994.89;2174.28
171.28;172.921;243.41;288.85;309.57;353.55;421.25;310.29;331.77;327.36;371.11;1996.79;2176.52
171.24;172.9187;243.4;288.83;309.78;354.16;425.53;310.74;332.41;328.32;372.07;2002.34;2182.95
171.78;173.606;243.37;288.82;309.77;354.6;428.96;311.17;332.82;328.51;372.47;2006.35;2184.58
172.07;174.1448;243.46;289.41;310.87;356.78;436.75;312.59;334.01;330.36;374.36;2021.06;2197.1
171.89;174.2536;243.31;288.88;310.12;355.85;435.02;312.29;332.93;328.31;372.12;2020.44;2183.4
171.45;173.4957;243.25;288.45;309.16;353.82;428.55;311.23;331.84;326.27;369.84;2009.34;2169.82
170.99;172.9619;243.2;288.06;308.52;352.71;425.65;310.46;331.3;325.68;369.65;2002.47;2166.63
171.11;172.9022;243.05;287.67;307.63;351.31;422.46;309.61;330.53;324.94;368.64;1994.7;2160.97
171.03;172.4207;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
171.39;172.0657;243.05;287.7;307.46;350.54;419.36;309.07;330.2;324.86;368.89;1986.64;2161.12
171.29;171.1342;243.15;287.68;307.19;349.83;415.35;308.52;329.89;324.39;368.56;1980.14;2158.37
171.91;171.1378;243.25;288.12;307.92;351.17;420.25;309.2;330.65;326.37;371.26;1987.02;2172.27
171.54;170.3264;243.3;288.02;307.47;350.17;416.69;308.66;330.09;325.53;370.62;1982.03;2167.18
172.3;170.9001;243.37;288.32;308.18;351.76;421.65;309.38;331.06;327.15;373.05;1989.26;2179.77
172.53;170.6197;243.4;288.45;308.3;351.97;420.82;309.39;331.02;327.27;373.11;1989.56;2180.41
172.36;170.1622;243.43;288.61;308.47;352.36;421.54;309.38;331.53;328.36;374.36;1988.81;2188.26
172.48;170.0271;243.46;288.59;308.29;352.15;420.89;309.16;331.48;328.56;374.74;1986.44;2190.34
172.23;170.0246;243.46;288.66;308.36;352.09;418.99;308.95;331.47;328.6;374.76;1983.57;2190.66
172.6;169.826;243.44;288.04;308.11;351.82;418.85;308.45;331.53;329.01;375.38;1981.12;2193.34
173.17;170.4964;243.6;288.83;309.4;354.11;426.58;309.71;333.51;331.82;378.71;1992.63;2213.36
173.64;171.2399;243.52;288.65;308.9;352.86;422.47;309.11;332.57;330.65;377.21;1985.26;2203.98
173.25;170.6466;243.48;288.39;308.06;350.41;413.27;307.56;331.42;329.23;375.99;1967.35;2193.48
173.58;169.9477;243.66;289.06;309.43;352.63;418.9;308.73;332.82;331.46;378.58;1976.35;2208.89
174.47;170.3508;243.87;289.67;310.5;354.83;426.28;310.02;334.52;333.69;380.86;1989.99;2223.63
175.22;171.1666;243.95;290.15;311.69;357.26;435.32;311.6;335.98;335.68;382.88;2006.73;2236.7
174.91;170.7777;243.97;290.23;311.77;357.15;433.65;311.51;335.79;335.47;382.51;2005.72;2234.15
174.67;170.5297;243.94;290.13;311.35;356.12;429.94;310.91;335.28;334.63;381.68;2000.11;2228.16
174.99;170.3537;243.98;290.31;311.68;356.62;430.95;311.15;335.73;335.09;382.28;2002.29;2231.7
175.07;169.6219;243.97;290.28;311.81;357.13;434.2;311.49;336.11;335.76;383.03;2007.17;2235.82
175.03;169.6321;243.92;290.03;311.23;355.92;428.76;310.84;335.06;333.66;381.1;2000;2221.88
175.05;168.1513;243.9;290.12;311.64;357.01;433.2;311.65;335.37;333.88;381.54;2009.99;2224.03
174.67;167.9092;243.84;289.79;311.05;355.81;427.45;310.89;334.41;332.3;379.19;2002.16;2211.66
174.19;168.5198;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
174.74;168.0048;243.87;289.66;310.96;355.91;429.77;310.98;334.58;332.9;379.9;2005.21;2215.72
174.71;166.201;243.8;289.6;310.76;355.31;427.71;310.93;333.64;331.27;378.33;2003.78;2204.74
174.1;166.2102;243.75;289.84;311.07;355.8;429.33;311.36;333.83;331.42;378.22;2006.9;2205.11
173.37;166.3159;243.66;289.74;311.13;356.29;433.1;311.77;334.13;331.62;378.77;2012.88;2207.87
172.82;167.0475;243.59;289.47;310.52;355.27;431.57;311.33;333.62;330.67;377.9;2008.06;2201.87
172.81;167.0966;243.58;289.43;310.67;355.66;433.52;311.73;333.67;330.39;377.69;2012.89;2200.38
172.51;166.4026;243.6;289.36;310.64;355.76;434.59;311.92;333.25;330.07;377.76;2015.94;2199.28
171.21;164.9384;243.54;289.3;310.66;356.16;438.07;312.35;333.6;330.16;377.88;2022.54;2199.94
170.5;164.1225;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
169.9;163.6036;243.49;288.98;309.96;354.67;431.96;311.57;332.28;328.02;375.4;2014.07;2185.15
169.8;164.4021;243.62;289.28;310.45;355.35;433.29;311.86;333;329.1;376.48;2015.75;2192.55
169.54;164.7988;243.62;289.32;310.4;354.96;430.79;311.71;332.42;328.21;375.7;2012.31;2187.06
170.28;166.0509;243.72;289.45;310.37;354.44;425.47;311.31;331.74;327.38;374.41;2004.84;2180.05
171.09;168.2355;243.68;289.3;310.1;353.91;421.88;310.81;331.05;326.89;373.66;2000.26;2175.6
171.56;168.5441;243.73;289.69;310.9;355.66;428.36;311.52;332.96;329.74;376.62;2007.94;2195.16
171.76;170.7569;243.79;289.93;311.2;356.02;429.54;311.61;333.62;330.85;378;2007.34;2202.4
171.9;170.4702;243.81;289.95;311.08;355.51;426.33;311.32;333.12;329.89;377.3;2003.13;2197.09
172.5;170.3183;243.94;290.54;312.07;357.12;429.91;312.23;334.05;331.2;378.87;2010.47;2206.3
173.09;169.1541;244.01;290.92;312.64;358;432.47;312.8;334.64;331.95;379.83;2015.31;2211.79
172.45;169.1955;243.96;290.61;311.96;356.42;426.4;312;333.25;330.01;377.67;2007.03;2197.8
173.03;169.5582;243.98;290.78;312.29;357.15;429.61;312.47;333.71;330.72;378.65;2012.11;2202.85
173.04;169.8171;243.96;290.87;312.62;358.02;432.51;312.87;334.3;331.49;379.64;2016;2208.38
173.44;170.3907;243.92;290.88;312.88;358.92;437.41;313.42;334.95;332.42;380.8;2021.86;2215.48
173.3;171.3486;243.89;290.82;312.65;358.55;435.94;313.24;334.54;331.8;380.14;2020.42;2210.62
173.79;171.9195;243.94;290.9;312.9;359.48;440.19;313.67;335.46;333.21;381.62;2026.72;2220.12
173.8;172.1361;243.93;290.86;313.07;360.12;443.36;313.94;336.15;334.15;382.56;2030.53;2226.32
173.58;172.416;243.89;290.69;312.49;358.43;436.51;313.1;334.89;332.18;380.37;2020.17;2212.35
173.8;171.9843;243.84;290.41;312.19;357.79;432.81;312.54;334.38;331.34;379.6;2014.74;2206.54
173.82;171.9595;243.81;290.48;312.34;358.04;434.14;312.69;334.65;331.69;380.17;2015.78;2209.66
173.81;172.0577;243.73;290.12;311.72;356.62;428.94;311.9;333.51;330.18;378.33;2006.91;2198.9
174.2;172.4178;243.77;290.33;312.02;357.15;431.26;312.23;333.98;331.01;379.27;2009.75;2204.58
174.23;172.8029;243.88;290.77;312.87;359.07;439.09;313.32;335.69;333.34;381.85;2020.96;2220.91
174.62;172.9306;243.93;291.01;313.25;359.57;438.8;313.51;335.84;333.59;382.21;2021.43;2222.76
174.74;172.8524;244.03;291.31;313.58;360.05;439.96;313.83;336.33;334.18;382.74;2024.21;2226.65
174.57;172.4823;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
174.92;172.26;243.99;291.19;313.27;358.88;434.92;313.18;335.36;333.15;381.69;2015.93;2218.96
175.01;171.7322;244.02;291.24;313.27;358.56;433.03;312.95;335.16;333.07;381.65;2012.86;2218.42
175.24;171.2054;244.05;291.3;313.36;358.62;432.3;312.96;335.01;333.03;381.54;2013.02;2217.56
175.24;170.6619;244.1;291.53;313.71;359.34;434.89;313.32;335.79;334.03;382.56;2016.34;2224
175.41;171.105;244.22;291.8;314.12;359.68;434.69;313.51;336.05;334.47;382.9;2016.94;2226.43
175.19;171.3097;244.25;291.87;314.04;359.55;434.78;313.46;336.26;334.84;382.88;2016.38;2228.51
175.56;172.2111;244.35;292.16;314.64;360.78;438.46;314.12;337.07;335.95;384.04;2022.62;2236.04
175.59;173.6594;244.36;292.19;314.63;360.45;437.42;314;336.95;335.88;383.75;2020.31;2234.64
176;173.5616;244.45;292.49;315.3;362.06;441.99;314.7;338.12;337.59;385.25;2027.52;2245.09
176.03;173.7942;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
176.11;173.781;244.51;292.55;315.36;362.23;442.96;314.81;338.27;337.98;385.74;2028.95;2247.39
176.23;173.7468;244.47;292.37;314.91;361.27;439.74;314.24;337.82;337.32;384.89;2023.96;2242.45
176.17;173.5761;244.45;292.22;314.55;360.17;435.65;313.6;337.17;336.71;384.18;2016.88;2237.83
176.25;173.8362;244.43;292.03;314.18;359.29;432.61;313.07;336.54;336.02;383.72;2011.36;2233.96
176.45;174.0637;244.5;292.06;314.11;358.84;430.52;312.83;336.31;335.85;383.46;2008.12;2232.39
176.61;173.8986;244.52;292.12;314.2;359.04;430.3;312.82;336.38;336.11;383.76;2008.15;2234.14
177.11;174.0978;244.68;292.71;315.07;360.41;431.44;313.39;337.33;337.17;385.1;2013.54;2241.4
177.78;174.9635;244.8;293.23;316.04;362.49;435.98;314.17;338.85;339.35;387.57;2020.18;2256.62
178.02;175.8348;244.79;293.33;316.27;363.27;437.89;314.4;339.39;340.14;388.45;2022.78;2261.66
178.35;175.7313;244.86;293.45;316.55;364.27;442.59;314.94;340.36;341.3;389.86;2028.87;2269.58
178.57;176.0755;244.91;293.6;316.83;365.09;445.47;315.29;341.09;342.29;390.98;2032.77;2275.95
178.6;176.9978;244.92;293.6;316.76;364.42;441.52;314.86;340.7;341.67;390.35;2027.56;2271.2
178.74;177.4507;244.93;293.74;317.07;365.09;442.21;315.01;341.07;342.36;391.02;2028.71;2275.62
178.79;177.1827;244.87;293.42;316.25;362.88;435.27;313.96;339.72;340.7;389.22;2017.05;2263.9
179.24;177.4815;244.95;293.69;316.85;364.34;439.89;314.49;340.88;342.61;391.36;2022.41;2277.11
179.05;177.163;244.9;293.44;316.31;363.04;437.16;313.96;339.98;341.71;390.64;2016.61;2271.62
179.1;177.1618;244.91;293.52;316.39;363.17;437.69;313.99;340.21;342.05;391.19;2015.99;2274.37
178.74;177.2472;244.83;293.26;315.91;362.44;435.43;313.51;339.58;341.3;390.88;2011.53;2270.04
179.15;177.1356;244.86;293.57;316.57;363.9;439.36;314.19;340.49;342.38;392.07;2018.25;2277.31
179.28;177.4752;244.82;293.5;316.43;363.72;438.98;314.04;340.31;342.33;392.18;2016.01;2276.97
179.37;177.4487;244.84;293.72;317.05;365.19;443.37;314.65;341.37;343.65;393.66;2021.73;2286.42
179.62;177.0846;244.92;293.9;317.25;364.88;441.23;314.65;341.18;343.25;392.91;2020.85;2282.65
179.14;177.1444;244.8;293.35;316.16;362.98;437.44;313.91;339.87;341.07;391.11;2014.46;2269
179.05;177.2033;244.82;293.37;316.15;362.88;437.01;313.78;339.96;341.36;391.43;2013.19;2271.05
179.07;177.5005;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
179.22;177.6739;244.79;293.24;315.85;362.36;435.7;313.48;339.7;341.07;391.18;2010.13;2269.35
179.51;177.7238;244.89;293.54;316.41;363.39;438.39;313.96;340.63;342.11;392.28;2014.54;2276.54
179.76;177.8464;244.88;293.62;316.53;363.88;439.9;314.15;340.79;342.43;393.08;2016.21;2279.79
180;177.9864;244.84;293.5;316.44;364.11;441.75;314.12;341.12;343.12;393.93;2016.76;2284.51
180.5;178.3669;244.96;293.82;317.01;365.4;445.33;314.68;342.2;344.39;395.47;2022.65;2293.58
180.79;178.685;244.99;293.93;317.19;365.57;444.68;314.66;342.44;344.54;395.84;2021.89;2294.97
181.01;179.184;245;293.79;316.84;364.98;443.78;314.33;342.18;344.64;395.79;2018.29;2295.11
180.94;180.1223;245;293.68;316.5;364.03;440.08;313.83;341.67;343.84;394.86;2013.04;2289.13
181.65;180.4589;245.1;294.01;317.12;365.28;442.81;314.33;342.6;345.02;396.31;2018.02;2296.94
181.7;180.0302;245.03;293.84;316.9;364.83;441.27;314.11;342.21;344.33;395.59;2015.59;2292.32
181.84;179.4515;245.12;294.1;317.34;365.67;443.72;314.69;342.72;344.71;395.83;2021.59;2294.24
181.84;179.8023;245.03;293.82;316.99;365.18;441.4;314.29;342.4;344.07;394.74;2018.32;2288.72
181.95;180.2389;245.01;293.81;316.97;364.64;438.81;314.04;341.97;343.51;394.23;2013.99;2285.2
182.21;180.3128;244.97;293.84;316.87;364.31;437.63;313.94;341.56;342.98;393.87;2011.69;2281.53
182.47;180.1718;244.99;293.9;316.97;364.48;438.89;314.09;341.74;343.21;394.37;2012.6;2283.48
182.26;179.9881;244.88;293.53;316.27;363.1;434.74;313.35;340.75;342.06;393.01;2005.25;2275.16
181.65;179.4721;244.65;292.7;314.69;359.93;426.12;311.74;338.73;339.55;389.84;1989.6;2257.31
181.54;179.265;244.79;292.96;315;360.04;426.65;311.91;339.02;340.15;390.47;1990.3;2261.69
181.07;178.8377;244.81;292.99;314.99;359.93;426.75;311.89;339.19;340.29;390.48;1989.12;2262.79
181.29;179.1369;244.73;292.52;314.01;358.17;423.57;311.08;338.2;339.17;389.23;1982.34;2254.85
181.47;178.9663;244.69;292.48;313.99;358.19;424.3;311.13;338.07;339.17;389.36;1982.59;2255.08
181.91;178.7931;244.83;293;314.94;359.99;428.71;311.98;339.37;340.82;391.2;1989.83;2266.31
182.12;178.7228;244.86;293.07;315.03;360.14;429.02;312.12;339.32;340.69;391.25;1991.87;2265.49
182.21;179.0246;244.92;293.2;315.23;360.73;431.63;312.45;339.88;341.36;392.07;1995.88;2270.2
181.93;179.1648;244.97;293.3;315.38;360.96;431.16;312.49;340.04;341.56;392.18;1995.71;2271.25
182.32;178.993;245.09;293.78;316.19;362.34;433.11;313.08;340.88;342.61;393.4;2000.6;2278.61
182.61;179.1188;245.08;293.76;316.11;362.15;433.05;313.03;340.76;342.56;393.35;2000.18;2278.14
182.72;178.6174;245.1;293.98;316.52;362.77;434.65;313.4;341.21;343;393.78;2003.54;2281.04
182.75;179.3462;245.06;293.75;316;361.69;430.61;312.84;340.28;341.93;392.39;1998.04;2272.94
182.76;179.4626;245.11;293.93;316.37;362.28;431.27;313.08;340.61;342.39;392.89;1999.91;2275.94
182.7;179.1542;244.92;293.28;315.26;360.44;427.56;312.11;339.44;340.89;391.23;1991.99;2265.45
182.65;178.3423;244.98;293.53;315.75;361.17;428.93;312.58;339.64;341.18;391.57;1996.22;2267.91
182.84;178.0909;245.01;293.81;316.4;362.32;431.7;313.2;340.18;341.89;392.41;2001.73;2273.26
183.02;177.5555;245.28;294.91;318.4;365.78;441.54;315.28;342.48;344.47;395.63;2020.1;2292.24
182.43;178.0256;245.29;294.82;318.11;364.95;438.41;314.95;341.87;343.4;394.38;2016.43;2284.63
182.37;178.5214;245.34;294.9;318.02;364.7;437.46;314.81;341.76;343.44;394.49;2014.6;2284.28
182.71;178.1145;245.39;295.15;318.55;365.8;441.21;315.33;342.77;344.77;395.99;2019.57;2293.88
182.57;177.7766;245.41;295.26;318.81;366.22;442.95;315.63;343.04;345.07;396.46;2022.46;2295.76
182.42;178.0991;245.4;295.18;318.52;365.58;440.71;315.27;342.61;344.56;396.03;2019.16;2291.7
182.6;178.3195;245.44;295.3;318.71;366.11;442.46;315.54;342.99;345.06;396.63;2021.67;2295.1
182.7;177.8853;245.46;295.4;318.94;366.72;443.66;315.77;343.3;345.51;397.16;2023.69;2298.07
182.47;177.6267;245.44;295.27;318.68;366.4;442.59;315.56;343.08;345.13;396.83;2022.08;2295.66
182.81;177.4974;245.5;295.4;318.94;366.92;444.67;315.93;343.56;345.49;397.19;2026.34;2297.85
182.42;177.9063;245.47;295.28;318.73;366.46;443.08;315.67;343.1;345.14;396.69;2023.71;2295.13
182.38;178.1867;245.49;295.3;318.68;366.21;441.55;315.48;343.04;345.04;396.5;2021.76;2294.55
182.87;178.474;245.51;295.47;318.95;366.75;442.32;315.7;343.19;345.49;396.95;2023.82;2297.31
182.77;178.3225;245.52;295.54;319.16;367.35;443.48;315.88;343.56;345.97;397.63;2025.63;2301.21
183.14;178.9968;245.58;295.63;319.42;367.88;444.4;316.07;344.02;346.43;398.21;2027.1;2304.67
183.59;179.092;245.6;295.73;319.54;368.04;444.73;316.1;344.08;346.71;398.92;2026.44;2307.19
183.62;179.4492;245.62;295.86;319.73;368.25;445.16;316.22;344.26;347.02;399.24;2026.63;2309.09
183.91;179.8998;245.64;296.04;320.1;369.11;447.72;316.6;344.9;347.89;400.16;2030.63;2314.94
183.82;180.2027;245.68;296.11;320.21;369;447.49;316.73;344.77;347.47;399.82;2031.28;2312.12
184.12;180.339;245.69;296.15;320.4;369.7;449.87;317.02;345.25;348.13;400.5;2034.71;2316.76
184.06;179.4942;245.64;296.01;320.18;369.51;448.38;316.87;344.93;347.44;399.6;2034.23;2311.58
183.99;180.0821;245.63;295.86;319.93;369.26;447.68;316.67;344.74;347.32;399.36;2032.99;2310.73
183.97;180.1988;245.61;295.96;320.11;369.93;450.01;317;344.88;347.81;400;2036.62;2314.41
184.11;179.6799;245.57;295.94;320.36;370.67;453.3;317.41;345.37;348.33;400.55;2041.64;2318.5
184.03;179.0011;245.52;295.82;320.27;370.58;454.02;317.42;345.26;348.25;400.39;2042.11;2317.98
183.58;179.0093;245.48;295.75;320.32;370.54;454.04;317.61;345.19;347.63;399.08;2043.33;2312.78
183.73;179.1394;245.39;295.67;320.46;371.17;458.37;318.13;345.53;347.89;399.15;2049.32;2314.85
183.29;179.3687;245.34;295.54;320.27;370.69;457.91;318.11;345.12;347.16;398.08;2049.55;2309.17
183.26;179.4586;245.37;295.51;320.08;370;456.83;317.99;344.88;346.44;397.51;2048.58;2304.47
183.13;180.1062;245.34;295.36;319.79;369.02;450.98;317.41;343.86;345.04;395.52;2042.15;2293.65
183.48;180.2317;245.38;295.5;320.16;370.16;456.45;318.06;344.79;346.29;396.99;2049.58;2302.95
183.28;181.1867;245.34;295.31;319.92;369.6;453.29;317.67;344.23;345.5;396.01;2045.41;2297.57
183.38;181.0085;245.35;295.35;320.08;369.94;453.73;317.75;344.35;345.9;396.4;2046.11;2300.05
183.54;180.5965;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
183.47;180.6349;245.41;295.42;320.19;370.44;454.46;317.84;344.71;346.44;397;2047.08;2303.9
